Headline,Sentiment
Fastenal downgraded by Robert W. Baird,negative
Dutch court - Facebook must turn over user data in sex video case,negative
Facebook glitch makes outside links disappear,negative
"Facebook must hand over New York users' info to prosecutors, court rules",negative
Facebook Q2 Earnings Coming Amid Heavy Spending,negative
Facebook Down Before Earnings But Gets 2 PT Hikes,negative
Facebook Ordered by Hamburg Regulator to Allow Pseudonyms,negative
Facebook (FB) Stock Falls in After-Hours Trading Despite Earnings Beat,negative
Facebook CFO: Expect growth to keep slowing,negative
Facebook Slips: Ad Rev Growth Decelerating; Trims OpEx View,negative
Facebook profit dips as expenses bite into revenue,negative
"Facebook profit dips, revenue surges on mobile ads",negative
Facebook profit down 9% at $715 mln,negative
Facebook profit falls 9 pct as costs soar,negative
Facebook (FB) Stock Slipping Following Earnings Release,negative
Facebook Slumps Despite Q2 Beat: Where's WhatsApp In All That?,negative
Facebook disliked; Whole Foods falls short; Wynn up despite losing results,negative
Facebook drops on earnings; Whole Foods falls to 52-week low,negative
Facebook is sliding,negative
Facebook shares dip as results fail to impress,negative
Facebook stock opens lower despite upbeat analysts,negative
Facebook is losing one of its revenue streams because everyone is glued to their phones,negative
Facebook Dealt A Blow In Europe's Privacy Case,negative
"Facebook Accused Of Lies, Cheating And Theft Of YouTube Video Content",negative
"Facebook Accused Of Lies, Cheating and Theft Of YouTube Video Content",negative
"Facebook (FB) Stock Declines, Faces Ad Sales Challenges in India",negative
Facebook struggles to sell advertising in India,negative
Facebook Stock Falls after 2Q15 Earnings Release,negative
Facebook's 'M' Personal Assistant Faces Significant Challenges,negative
Facebook must obey German law even if free speech curtailed - minister,negative
Facebook Is Heading for a Deep Pullback,negative
"Twitter, Facebook: Targets Lowered at Pivotal on Higher Capital Cost",negative
Benefit Fraud Probe Targets 400 Facebook Users,negative
Facebook Weak Ahead Of Wednesday's Earnings Report,negative
"Facebook must allow users to use pseudonyms, German regulator says",negative
German privacy watchdog orders Facebook to stay out of usernames,negative
German regulator orders Facebook to allow pseudonyms,negative
"Sell Facebook, Say Bearish Charts",negative
"Facebook Falls 4% Despite Q2 Beat, Higher User Growth",negative
"Facebook profit falls 9 pct as costs soar, shares slip",negative
Facebook profit falls 9 percent as costs soar,negative
"Facebook profit falls 9 percent as costs soar, shares slip",negative
Facebook profit falls nine percent as costs soar,negative
Facebook shares slide even as profit beats forecasts,negative
Facebook stock slides even as 2Q results soar,negative
Facebook's Heft Comes at a Cost,negative
"Facebook, Whole Foods slip after earnings reports",negative
Facebook Heft Comes at a Cost,negative
Is Facebook Being Hurt by the Stronger Dollar?,negative
Facebook Q2 Earnings Miss But Mobile Ad Growth Strong - Analyst Blog,negative
Fund Manager Says 'Stay Away' From Facebook,negative
Investors React as Facebook Stock Slumps After Earnings - Stocks in the News,negative
"Morning Update: Whole Foods Tumbles, Facebook Disappoints",negative
S&P 500 Futures Are Little Changed Before GDP; Facebook Retreats,negative
UPDATE 3-Facebook profit falls 9 pct as costs soar,negative
This may be the biggest threat to Facebook right now,negative
"Does Facebook Inc. Lie, Cheat, and Steal?",negative
This Chinese messaging app is taking the country by storm and Facebook should pay attention,negative
Facebook cancelled a student's internship after he highlighted a massive privacy issue,negative
Facebook rescinds a Harvard student internship after he points out privacy gaps,negative
Facebook un-friends intern who exposed app flaw,negative
Harvard student loses Facebook gig for app that shows flaws,negative
Harvard student loses Facebook internship after exposing privacy flaw,negative
Is Facebook Repelling Top Talent?,negative
Police believe alleged gang leader posted a chilling Facebook update after beginning bloody standoff,negative
Tampa investment advisor faces prison for $9M Facebook stock scheme,negative
Facebook's last push into e-commerce was a disaster but it's gearing up to try again,negative
Facebook's last push into ecommerce was a disaster but it's gearing up to try again,negative
"Facebook's last push into ecommerce was a disaster, but it's gearing up to try again",negative
Meet the scrappy team of Facebookers 'whose explicit goal is to get you off Facebook',negative
Meet the scrappy team of Facebookers whose explicit goal is to get you off Facebook,negative
Beware Facebook: Kik Is Racing To Build A Global Chat Platform,negative
"3 Reasons to Be Skeptical About Facebook, Inc.'s Valuation",negative
"Antisocial: Twitter Undercuts IPO, Facebook Sells Off",negative
Technical Scenarios for a Pullback in Facebook (FB),negative
Technical Scenarios for a Pullback in Facebook (FB) Stock,negative
Facebook: Man pleads guilty to sending 27 million spam messages,negative
The 'Spam King' just pleaded guilty to violating a court-ordered Facebook ban and sending 27 million messages,negative
Expenses: The Only Setback in Facebook 2Q15 Earnings,negative
German justice minister asks Facebook to delete racist posts,negative
German justice minister takes aim at Facebook over racist posts,negative
Germany Tells Facebook: Get Tougher on Racist Anti-Refugee Posts,negative
Cramer's Stop Trading: Freeport-McMoRan,negative
"Freeport-McMoRan (FCX) Stock Plummeting on Lower Copper Prices, Mixed Earnings",negative
Freeport-McMoRan (FCX) Stock Slips as Commodities Get Crushed,negative
Freeport-McMoRan (FCX) Stock Tumbling on Earnings Results,negative
Freeport-McMoRan Posts Loss,negative
Freeport-McMoRan Takes Another Huge Earnings Hit,negative
Freeport-McMoRan agrees to pay $137.5M to end lawsuits,negative
Why Freeport-McMoRan Inc. Stock Dropped 10% Today,negative
"Freeport-McMoRan: 2Q15 Earnings, Outlook Fail to Cheer Investors",negative
Falling Commodity Prices Leave Few Options for Freeport-McMoRan,negative
One Reason Freeport-McMoRan (FCX) Stock Closed Down,negative
"Freeport-McMoRan Slumps 12% As Oil, Commodity Prices Shrivel",negative
Freeport-McMoRan Stock Seesaws on Offering News,negative
Freeport-McMoRan Continues to Trade Weakly: Investor Takeaways,negative
Freeport-McMoRan Halts Indonesian Copper Exports,negative
Freeport-McMoRan (FCX) Stock Down as Metals Slide,negative
Freeport-McMoRan Continues to Sag as Copper Prices Trade Weakly,negative
Freeport-McMoRan Slump: Falling Crude Prices Add Fuel to Fire,negative
9:47 am Freeport-McMoRan (-5%) falls to 13 year low,negative
Freeport-McMoRan (FCX) Stock Falling with Copper Prices,negative
"Family Dollar's Q3 Was Disappointing, But MKM Says It's a 'Non-Event'",negative
Family Dollar misses 3Q profit forecasts,negative
Family Dollar misses Street 1Q forecasts,negative
Family Dollar rejects Dollar General bid,negative
Family Dollar rejects latest bid from Dollar General,negative
FedEx Denies Illegal Drug Delivery Charges,negative
FedEx faces U.S. criminal charges over online pharmacies,negative
FedEx indicted for shipping illegal online pharmacy meds,negative
FedEx indictment on illegal drug shipments will go forward,negative
Judge says he won't toss FedEx drug indictment,negative
"10:43 am FedEx confirms that the EC initiated a Phase II review, in connection with its offer to acquire TNT Express N.V (<a href=""/q?s=tntey"" name=""tntey"">TNTEY</a>)",negative
Brussels launches in-depth probe into FedEx-TNT tie-up,negative
EU Probes FedEx-TNT Deal,negative
EU opens anti-trust probe into FedEx-TNT Express merger,negative
EU opens anti-trust probe into FedEx/TNT Express merger,negative
EU opens anti-trust probe into FedEx/TNT Express tie-up,negative
EU to probe FedEx takeover of Dutch rival TNT,negative
FedEx Bid for TNT Faces In-Depth Review as EU Raises Concerns,negative
FedEx Faces In-Depth EU Probe Into Bid to Take Over TNT,negative
"FedEx moves to 4Q loss, results miss Wall St. expectations",negative
FedEx reports 4Q loss,negative
"FedEx shares fall on weak quarter, disappointing outlook",negative
"[$$] EU Probes FedEx, TNT Deal",negative
Is FedEx's $4.8B Proposal to Buy TNT Express in Trouble? - Analyst Blog,negative
European Regulators Launch Probe of FedEx-TNT Deal,negative
FirstEnergy reports 4Q loss,negative
"Citi Downgrades F5 Networks, Boosts Price Target To $132",negative
F5 Networks Downgraded At Piper Jaffray; Stock Is Fairly Valued,negative
F5 Networks downgraded by Piper Jaffray,negative
"F5 Stock Dips, Piper Jaffray Sees Earnings Slowing",negative
F5 Stock Downgraded By Citigroup On Revenue Growth,negative
"F5: Piper Cuts to Hold, Shares Fairly Value Growth Outlook",negative
"F5 Networks Q3 Revenue, Profit Growth Seen Slowing",negative
F5 Networks revenue misses estimates as big deals slow down,negative
"Key Insider Selling in Aquinox, GoPro, Dyax, F5 and More",negative
Fidelity National misses Street 1Q forecasts,negative
Fifth Third Bancorp cutting up to 100 branches,negative
Fifth Third Bancorp to Consolidate Up to 100 Branches,negative
Fifth Third CEO makes exit,negative
Fifth Third (FITB) Q2 Profits Down on Lower Revenues - Tale of the Tape,negative
Fifth Third Bank posts sharp decline in net income for 2Q,negative
Fifth Third Bank posts sharp drop in 2Q profit,negative
Fifth Third Bank posts sharp drop in Q2 profit,negative
Fifth Third Profit Drops as Revenue Declines,negative
Fifth Third downgraded by Citigroup,negative
Fifth Third to close another Greater Cincinnati branch,negative
"7:32 am FLIR Systems misses by $0.01, beats on revs; reaffirms FY15 EPS guidance, revs guidance",negative
"FLIR Systems' Q2 Earnings Lag on Currency Woes, Up Y/Y - Analyst Blog",negative
"Fluor Misses Earnings on Low Revenues, Reaffirms Guidance - Analyst Blog",negative
Fluor misses 4Q revenue forecasts,negative
Fluor misses Street 1Q forecasts,negative
Fluor misses Street 2Q forecasts,negative
Fluor (FLR) Stock Falls on Earnings Miss,negative
"Fluor Misses Q2 Earnings on Macro Issues, Cuts Guidance - Analyst Blog",negative
Fluor drops on 2Q results and reduced outlook for 2015,negative
Flowserve misses Street 1Q forecasts,negative
Flowserve misses Street 3Q forecasts,negative
Flowserve downgraded by BB&T Capital Mkts,negative
SEC Subpoenas Flowserve in Bribery Probe,negative
"FMC Corp. Faces Currency Pressure, End-market Challenges - Analyst Blog",negative
FMC reports 1Q loss,negative
FMC misses Street 3Q forecasts,negative
Renal care specialist FMC hit by US healthcare cuts,negative
FMC misses 2Q profit forecasts,negative
"FMC Corp.'s (FMC) Q2 Earnings Fall Shy, Cuts FY15 View - Analyst Blog",negative
FMC Corporation Announces Plans to Delist from Chicago Stock Exchange,negative
FMC Corp. Sinks to 52-Week Low as Challenges Persist,negative
FMC Corp downgraded by Longbow,negative
Fossil Group (FOSL) Stock Price Target Decreased by Analysts,negative
Here a Reason Fossil (FOSL) Stock is Slumping,negative
"Ahead of the Bell: Fossil 4Q results, outlook disappoint",negative
Fossil Group misses Street 4Q forecasts,negative
"Fossil Group's 4Q results, outlook disappoint",negative
Fossil shares fall on impact from stronger dollar,negative
Fossil Group (FOSL) Falls: Stock Goes Down 6.2% - Tale of the Tape,negative
Will Fossil Group's (FOSL) Earnings Miss on Weak US Comps? - Analyst Blog,negative
"4:15 pm Fossil reports Q2 results, misses on revs; guides Q3 EPS below consensus; guides FY15 EPS below consensus",negative
Fossil (FOSL) Stock Slumping in After-Hours Trading on Revenue Miss,negative
Fossil Cuts Earnings Guidance Again,negative
"Fossil Falls 5%: No Mention of Apple, Upbeat on Coming Wearables",negative
"Fossil Stock Slumps on Revenue Miss, Earnings Beat - Stocks in the News",negative
"Fossil cuts outlook, shares drop in late trading",negative
Fossil takes $50.9M sales hit in Q2 from currency exchange rates,negative
Fossil (FOSL) Stock Price Target Cut at KeyBanc,negative
Fossil Already Feeling The Heat From Apple Watch?,negative
"Fossil Still A Sell After 'Noisy' Quarter, Piper Says",negative
"Fossil Stock Slumps on Revenue Miss, Earnings Beat",negative
Fossil Group Posts Mixed Q2 and Cuts Guidance,negative
"Twenty-First Century Fox (FOXA) Stock Drops, 'Fantastic Four' Misses Expectations",negative
First Solar -- Bear Chart of the Day,negative
First Solar misses Street 3Q forecasts,negative
First Solar reports 1Q loss,negative
FMC Technologies (FTI) Stock Falls on Earnings Miss,negative
FMC Technologies Feels the Pinch From the Energy Bust,negative
FMC Technologies Misses Q2 Earnings on Low Land Activity - Analyst Blog,negative
FMC Technologies Plans Further Headcount Reductions,negative
FMC Technologies Shares Dip 10 Percent on Bleak Second Quarter Earnings,negative
FMC Technologies expects more job cuts this year,negative
FMC Technologies misses 3Q profit forecasts,negative
FMC Technologies misses Street 2Q forecasts,negative
Here's Why FMC Technologies Stock Fell 10% Today,negative
